Country Name,Country Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Northern Mariana Islands,MNP,799000000.0,733000000.0,751000000.0,782000000.0,845000000.0,931000000.0,1250000000.0,1601000000.0,1323000000.0,
Mozambique,MOZ,11104648673.0016,14381552432.9494,16350804543.0515,16974320551.0213,17716084107.5888,15950969018.9458,11936999283.1791,13219084261.3664,14845870050.7092,15291448211.603
Mauritania,MRT,5628882266.37767,6764635686.79345,6728208836.22143,7223063169.72749,6592537781.81518,6166857628.62212,6398744505.08129,6758390728.7173395,7049169770.863991,7600656943.9750595
Mauritius,MUS,10003670690.3497,11518393367.2403,11668685524.1265,12129642296.4425,12803445933.5894,11692287066.381,12232463655.5727,13259351418.4459,14181951058.5129,14048430518.5561
Malawi,MWI,6959655570.89098,8004000737.30717,6028487928.83351,5518880768.57955,6047813437.31804,6373212640.84604,5433040159.88747,6303292264.18905,6917301908.62757,7666704427.00915
Malaysia,MYS,255016609232.871,297951960784.31396,314443149443.149,323277158906.979,338061963396.37604,301354803994.367,301255380276.258,319112136545.438,358715057123.739,364681367531.68396
North America,NAC,16612151675811.1,17337541701047.8,18032074866349.0,18638523474155.3,19337110892844.6,19787488505418.2,20250103662982.1,21176374062226.8,22303646726082.2,23177135742520.0
Namibia,NAM,11268186636.2905,12343501808.2192,13041886316.4832,12011207741.4591,12356482988.8683,11272143472.6244,10665634688.0779,12741746523.8632,13454211343.5949,12366528259.1844
New Caledonia,NCL,,,,,,,,,,
Niger,NER,7851191899.3408,8772951261.81807,9426913349.22319,10224897934.722,10862944203.5591,9685577941.03195,10355006770.1014,11189541083.3975,12846952856.8458,12911689659.351002
Nigeria,NGA,361456622215.721,404993594133.58203,455501524575.498,508692961937.492,546676374567.721,486803295097.89,404650006428.613,375746469538.666,397190484464.308,448120428858.769
Nicaragua,NIC,8758639096.47693,9774262741.75783,10532049076.9407,10982938825.6994,11880434070.7811,12756706583.3113,13286083644.8761,13785909906.1925,13063904770.3561,12520915291.1837
Netherlands,NLD,846554894931.0841,904085980796.018,838971306990.9059,876923518850.405,890981311077.658,765264949780.999,783528181704.567,833869641687.06,914043438179.607,907050863145.097
Norway,NOR,428757038466.841,498283438454.281,509506317146.541,522761531914.894,498410050251.25604,385801550067.169,368819929542.194,398393955268.99,434166615431.909,403336363636.364
Nepal,NPL,16002656434.4746,18913574370.76,18851513891.066,19271168018.482,20002968837.9471,21410840908.5198,21185922407.5922,25180583770.2719,29173513475.7073,30641380603.9699
Nauru,NRU,47564520.3910861,66055407.6703145,96927201.4848422,98491843.64419821,104654365.188653,86779266.1619103,100087348.959092,109585941.62455699,124021393.69041201,118223430.12444599
New Zealand,NZL,146619138358.948,168510189201.49402,176247979235.906,190845889949.76398,200921936786.219,177467529071.288,188223664746.524,205415864857.98398,207920613961.749,206928765543.935
OECD members,OED,45050470863514.0,48451045338400.6,48424374706150.0,49078639087279.9,50111815274171.6,47286499263673.5,48179034147539.3,50320155133068.0,53201637655856.3,53699374881339.8
Oman,OMN,56913065779.2588,67872692582.2437,76511059935.9394,78555637365.2291,80686854742.6073,68399663321.9259,65480507170.7857,70598026282.7982,79788768968.949,76331518668.5771
Other small states,OSS,322445262647.88696,396955486136.659,414384564144.54,432374768925.016,446839099917.419,370774396651.575,366401331400.421,398893497014.27,442417900539.206,432092892349.40204
Pakistan,PAK,177165635077.065,213587413183.996,224383620829.57,231218567178.97897,244360888750.807,270556131701.17102,278654637737.69,304567253219.097,314567541558.339,278221906022.841
Panama,PAN,29440300000.0,34686200000.0,40429700000.0,45600000000.0,49921500000.0,54091700000.0,57907700000.0,62219000000.0,65128200000.0,66800800000.0
Peru,PER,147528937028.778,171761737046.585,192648999090.082,201175469114.327,200789362451.567,189805300841.603,191895943823.887,211007207483.515,222044970486.21698,226848050819.525
Philippines,PHL,208368892319.233,234216730703.91397,261920542606.89,283902829721.087,297483553299.658,306445871632.259,318627003966.055,328480738147.216,346841896890.281,376795508678.85297
Palau,PLW,185943000.0,196911100.0,212397800.0,221117200.0,241669800.0,280457700.0,295065400.0,286106800.0,280435700.0,268354919.433594
Papua New Guinea,PNG,14250755221.5077,17984910495.726,21295659249.2443,21261432774.5023,23210682536.8359,21723531182.1369,20759069104.55,22742613549.3956,24109509856.1866,24829107011.0701
Poland,POL,479834179020.33,528301269069.799,498523568248.11896,521016262734.924,542477096211.761,477811911394.084,472630364208.177,526508877305.32104,587411745161.558,595858207011.5121
Pre-demographic dividend,PRE,1018109240278.7,1181588267636.94,1301869280376.94,1428106308372.66,1507685425623.48,1340468680424.61,1218123189348.83,1267095772749.34,1338754447613.99,1403794376560.53
Puerto Rico,PRI,98381300000.0,100351700000.0,101564800000.0,102450000000.0,102445800000.0,103375500000.0,104336700000.0,103445500000.0,100979900000.0,104988600000.0
"Korea, Dem. People’s Rep.",PRK,,,,,,,,,,
Portugal,PRT,237880908317.65198,244797226567.10898,216236608773.976,226369502104.23602,229596170846.995,199313894327.48602,206286022781.89398,221357874718.93,242313116577.96698,238785085030.988
Paraguay,PRY,27215968615.5548,33715524703.9288,33283228891.0923,38585317742.9809,40276532540.8812,36164068797.2511,36054281572.3981,39008900331.6733,40384691790.5685,38145288939.8488
West Bank and Gaza,PSE,9681500000.0,11186100000.0,12208400000.0,13515500000.0,13989700000.0,13972400000.0,15405400000.0,16128000000.0,16276600000.0,
Pacific island small states,PSS,6598673080.32077,7737574650.73623,8223336839.585879,8544448803.855109,9271534113.64853,9049548346.34007,9475857773.45472,10212875641.1009,10667782837.6444,10634784072.6223
Post-demographic dividend,PST,42523383032728.4,45663523980497.1,45621668588058.9,46082323358324.4,47033622109453.7,44518542519300.0,45500484584505.3,47470259139153.2,50282104947774.3,50769917916181.5
French Polynesia,PYF,,,,,,,,,,
Qatar,QAT,125122306346.154,167775268614.037,186833502362.12802,198727642979.297,206224598564.624,161739955577.74802,151732181857.113,161099122215.307,183334953813.20898,175837550996.185
Romania,ROU,166309355234.589,183326740143.01602,170635805316.879,190801346194.297,199959363430.073,177729210874.504,188128818486.401,211695422578.655,241457403085.042,250077444017.08398
Russian Federation,RUS,1524917468442.01,2045925608274.37,2208295773643.15,2292473246621.08,2059241965490.83,1363481063446.77,1276786979221.81,1574199387070.9,1669583089322.96,1699876578871.35
Rwanda,RWA,6124120673.41998,6884889635.54451,7655138385.443741,7819538349.2413,8246166341.35632,8545441361.06541,8697268915.96904,9253098954.27769,9635951159.79293,10354417725.1555
South Asia,SAS,2060781195903.17,2271837830662.84,2297332203012.9,2357132410757.71,2581822536186.75,2697257705966.27,2923010601938.01,3345716338949.23,3445471615274.75,3591836570466.89
Saudi Arabia,SAU,528207332649.536,671238840108.229,735974843348.6641,746647127407.619,756350347320.381,654269902888.715,644935541446.453,688586244286.5121,786521831571.957,792966838161.659
Sudan,SDN,58167563412.7594,57060450038.1388,52766746152.1786,57730380599.5285,64941713057.3775,74294508239.5524,51772232494.854004,45021077955.327995,33128480498.7296,30513456084.7961
Senegal,SEN,16230887978.4993,17902207621.6248,17824398468.8858,18965572150.2913,19797254643.1212,17774766636.0459,19040312815.1337,20996564751.5994,23236007428.2582,23578084052.0147
Singapore,SGP,239809387605.427,279351168707.26697,295087220933.024,307576360584.992,314851156183.411,308004146057.60803,318652334419.11,341863349989.138,373217081850.534,372062527488.63794
Solomon Islands,SLB,846797693.595387,1049952233.2587401,1190994126.60431,1284698922.22785,1335538893.33315,1307061543.70981,1378551118.49224,1483758906.6105402,1593964162.21314,1589913622.2379901
Sierra Leone,SLE,2578026297.15912,2942546781.0454803,3801862611.36414,4920343194.99339,5015157815.73406,4218723875.1379,3674794530.18956,3739577973.2394295,4085114794.22324,4121733705.29165
El Salvador,SLV,18447920000.0,20283790000.0,21386140000.0,21990970000.0,22593480000.0,23438240000.0,24191440000.0,24979200000.0,26117400000.0,27022640000.0
San Marino,SMR,1881214370.9399397,1813752783.96437,1604779647.95066,1678841811.66158,1673973694.69908,1419394771.21029,1468377272.13859,1528630707.49794,1655300872.5342698,
Somalia,SOM,,,,,,,,,,
Serbia,SRB,41819468691.8251,49258136128.9672,43309252921.0567,48394239474.6762,47062206677.6539,39655958842.5478,40692643373.0327,44179055279.8887,50640650221.4622,51475016532.1293
Sub-Saharan Africa (excluding high income),SSA,1365554756048.1,1541363847367.11,1622381989823.82,1728625447634.02,1794595480407.53,1648848763840.87,1526703538849.83,1626990301193.13,1705376028962.5,1751180043654.43
South Sudan,SSD,14602072410.9506,14907308932.7534,11931472169.4915,18426469016.9492,13962212847.4576,11997800760.2242,,,,
Sub-Saharan Africa,SSF,1376526185708.73,1553945789839.36,1635107344173.13,1742079222307.12,1808737756281.44,1661914707751.22,1540370434904.87,1641784086541.64,1721156393779.7,1766941400078.09
Small states,SST,393568405926.432,474361335043.012,494659019625.889,514336807607.285,530544302530.38794,452652416568.461,445068532250.106,480558936881.719,528052950897.02,520457174770.632
Sao Tome and Principe,STP,196652166.278474,231488665.218885,250680453.148915,300553785.023867,346527949.761506,316065369.885019,345495358.376319,375614556.382313,412261829.64857596,418637388.988052
Suriname,SUR,4368398047.64333,4422276621.787029,4980000000.0,5145757575.75758,5240606060.60606,4787367928.11777,3128953536.91038,3216207914.31281,3464656616.41541,3697371949.5843396
Slovak Republic,SVK,90310718349.0156,99122802874.1718,94534730680.6023,98848641554.6311,101189715749.37401,88467555243.7256,89655253976.4258,95494424978.5166,105701930962.982,105079673009.733
Slovenia,SVN,48161250405.2468,51516366654.8197,46580457470.2769,48401896808.3064,49930685013.4603,43090173394.6913,44736333522.4522,48586603447.6954,54161636034.6517,54174227308.8862
Sweden,SWE,495812558843.31,574094112972.7329,552483727282.802,586841821796.891,581964017237.095,505103781349.757,515654671469.54706,541018749769.09705,555455371487.089,530883869004.97705
Eswatini,SWZ,4438778547.23269,4820499497.32134,4886658806.33374,4597702903.128921,4422304974.7989,4062660889.82685,3816018484.52711,4402972999.534861,4665424249.061561,4471598726.6436
Sint Maarten (Dutch part),SXM,,936089385.47486,985865921.787709,1022905027.9329599,1245251396.64804,1253072625.69832,1263687150.83799,1191620111.7318401,1185474860.3352,
Seychelles,SYC,969936525.298729,1065826669.8974199,1060226125.6261599,1328157608.83087,1343007845.04468,1377495054.04127,1426651768.82189,1524486800.36049,1586008999.74841,1703387387.32319
Syrian Arab Republic,SYR,,,,,,,,,,
Turks and Caicos Islands,TCA,686787800.0,728789600.0,727161000.0,754238000.0,841070000.0,942070000.0,1032452000.0,1022365000.0,1113178000.0,1197415000.0
Chad,TCD,10668102734.8132,12172309522.6171,12367363677.6199,12953535495.8781,13940768065.6063,10950392219.9104,10097778353.7651,10000395242.1457,11239167048.4916,11314951342.7807
East Asia & Pacific (IDA & IBRD countries),TEA,7859511724477.04,9601739619657.9,10706984951239.6,11812889074004.2,12737160518776.3,13269125320570.9,13549821527676.3,14807652296163.7,16562482144146.1,17181893729969.4
Europe & Central Asia (IDA & IBRD countries),TEC,3651001925416.83,4434427545701.15,4629810866328.25,4909028677073.55,4641837066255.72,3621705460711.79,3485578750338.62,3908497177205.46,4082389169975.06,4155157371202.28
Togo,TGO,3429461495.41335,3872459249.74631,3873308389.3000603,4321655656.33177,4574986536.90791,4180866177.03946,4486979198.3066,4819949975.26077,5364369025.6397295,5490272413.38702
Thailand,THA,341104820155.464,370819140946.553,397558222957.17,420333203150.426,407339361695.577,401295941041.296,413430123185.367,456294704152.64703,506514103905.26794,543548969968.693
Tajikistan,TJK,5642178579.58438,6522732202.50748,7633049792.093209,8448469837.538309,9112544556.05962,7854602391.65355,6952678127.03396,7157865188.25222,7522947810.12326,8116626794.25837
Turkmenistan,TKM,22583157894.7368,29233333333.3333,35164210526.3158,39197543859.6491,43524210526.3158,35799714285.7143,36180000000.0,37926285714.2857,40761142857.1429,
Latin America & the Caribbean (IDA & IBRD countries),TLA,5159341058317.87,5885562189741.39,5942645743012.91,6089029695834.13,6207880304227.69,5300255692640.23,5162837726209.45,5755251917064.24,5581213225245.97,5487957496814.37
Timor-Leste,TLS,881826900.0,1054725400.0,1147779600.0,1395524600.0,1447311400.0,1594410800.0,1650608600.0,1599338100.0,1559894900.0,2017924900.0
Middle East & North Africa (IDA & IBRD countries),TMN,1375100698352.84,1555699890932.67,1717407464451.58,1605603770808.54,1585265223315.07,1426043431411.44,1444324321117.94,1420124946945.3,1503870646199.25,
Tonga,TON,366840012.442325,414523388.461329,470714083.42675096,450643615.18052804,439878828.008608,437006227.162781,420540178.571429,460379144.989821,489235527.395387,512350059.421629
South Asia (IDA & IBRD),TSA,2060781195903.17,2271837830662.84,2297332203012.9,2357132410757.71,2581822536186.75,2697257705966.27,2923010601938.01,3345716338949.23,3445471615274.75,3591836570466.89
Sub-Saharan Africa (IDA & IBRD countries),TSS,1376526185708.73,1553945789839.36,1635107344173.13,1742079222307.11,1808737756281.44,1661914707751.22,1540370434904.87,1641784086541.64,1721156393779.71,1766941400078.09
Trinidad and Tobago,TTO,22157948396.2042,25433011405.3017,25763220107.0051,27268478564.5547,27615843098.0949,25062893969.3292,22284780326.8856,22474828527.1775,23808146747.7994,24269714809.9078
Tunisia,TUN,44050929160.2627,45810626509.4474,45044112939.3687,46251061734.4741,47632326088.237,43173480831.9739,41801210428.3054,39802430354.6334,39770297328.9509,38796687568.157005
Turkey,TUR,776967610957.2859,838785707000.17,880555967207.49,957799371565.729,938934394763.917,864314287105.727,869683121562.5309,858988610574.035,778381859840.942,761425499358.159
Tuvalu,TUV,31823518.6204366,38711810.2114492,37671774.6945537,37509075.111025296,37290607.5356048,35492074.2243257,36547799.583705,40619251.992642604,42588164.973102205,47271463.3298575
Tanzania,TZA,32014249841.4151,34657139495.4031,39650530214.3287,45680532613.7591,49964788814.0926,47378599025.3044,49774021003.0748,53320625958.5628,58001200572.3965,63177068174.549
Uganda,UGA,26558906013.7722,27752712167.4799,27188666946.7055,28791625559.2282,32472363451.8826,32248116583.6813,29078719933.9986,30756466548.0543,32916147253.2718,35165157016.9125
Ukraine,UKR,136013155905.036,163159671670.265,175781379051.433,183310146378.08102,133503411375.739,91030959454.6961,93355993628.5042,112190355158.17801,130901858421.72,153781069118.148
Upper middle income,UMC,16223438101876.0,19402769722100.0,20788268583622.6,22031378746747.7,22730001475259.2,21352171851051.4,21338913049379.8,23580671477850.7,25273285727694.1,25807761543981.8
Uruguay,URY,40284481653.4343,47962439302.6658,51264390114.2305,57531233351.2089,57236013087.7063,53274304222.1829,52687612262.177,59530088537.3307,59596885024.3487,56045912952.9732
United States,USA,14992052727000.0,15542581104000.0,16197007349000.0,16784849196000.0,17527163695000.0,18224704440000.0,18714960538000.0,19519353692000.0,20580159776000.0,21433226000000.0
Uzbekistan,UZB,46679875793.5724,56516280748.3777,63628854498.5024,68997168337.6782,76658542757.4707,81847410181.7953,81779012350.8833,59159945320.5667,50392607758.2324,57921286440.3495
St. Vincent and the Grenadines,VCT,681225925.925926,676129629.62963,692933333.333333,721207407.407407,727714814.814815,755400000.0,774429629.62963,792177777.777778,811300000.0,824718518.518518
"Venezuela, RB",VEN,393192354510.65295,316482190800.364,381286237847.66705,371005379786.56604,482359318767.70294,,,,,
British Virgin Islands,VGB,,,,,,,,,,
Virgin Islands (U.S.),VIR,4339000000.0,4239000000.0,4095000000.0,3762000000.0,3622000000.0,3748000000.0,3863000000.0,3855000000.0,,
Vietnam,VNM,115931749697.241,135539438559.709,155820001920.492,171222025117.38098,186204652922.262,193241108709.536,205276172134.901,223779865815.183,245213686369.15698,261921244843.172
Vanuatu,VUT,700804286.224354,792149700.679116,781702874.106058,801787555.8611209,814954306.971033,759689950.930918,804332795.575017,880043553.7484419,914700508.22242,934239973.8125731
World,WLD,66125919193271.1,73460345663712.0,75161778950115.1,77316336530735.1,79453254441374.7,75217722628911.6,76368999871236.7,81306030232472.9,86439423191635.8,87798525859220.9
Samoa,WSM,663161517.850106,737401692.217475,760549587.136028,770021663.9677889,756919917.3340219,788307330.55567,799376439.5301679,832153612.557186,821496064.5261849,852250190.985485
Kosovo,XKX,5835874320.56211,6701698218.26281,6499807272.26005,7074777526.896,7396705194.632659,6442915788.305779,6719172016.82533,7245707184.816991,7942961738.308929,7926133713.613971
"Yemen, Rep.",YEM,30906749533.221,32726417212.348,35401341663.0425,40415235701.9871,43206469767.4419,42450620875.6499,30935978723.73,26736139802.003998,23486270352.3327,22581081993.945
South Africa,ZAF,375349442837.24,416418874936.30396,396332702639.49603,366829390478.954,350904575292.317,317620522794.82697,296357282715.109,349554116683.818,368288939768.322,351431649241.43896
Zambia,ZMB,20265559483.8548,23459515275.5776,25503060420.026,28045553105.1354,27150728123.781002,21243339048.2369,20954754378.1394,25868165344.8185,26312140828.64,23309773922.7582
Zimbabwe,ZWE,12041655200.0,14101920300.0,17114849900.0,19091020000.0,19495519600.0,19963120600.0,20548678100.0,22040902300.0,24311560500.0,21440758800.0
